,IntLoad_Corezn,IntLoad_Topzn1,IntLoad_Topzn2,IntLoad_Topzn3,IntLoad_Topzn4,DiffuseSolar,DirectSolar
2006-01-01 00:00:00,3631.8893996233915,394.57934035425455,254.27637140366292,394.57071227456555,254.27637140366292,0.0,0.0
2006-01-01 01:00:00,3608.2726781535803,394.5793403542545,254.2763714036629,394.5707122745655,254.2763714036629,0.0,0.0
2006-01-01 02:00:00,3625.723754571074,394.57934035425455,254.27637140366292,394.57071227456555,254.27637140366292,0.0,0.0
2006-01-01 03:00:00,3632.403533425903,394.57934035425455,254.27637140366292,394.57071227456555,254.27637140366292,0.0,0.0
2006-01-01 04:00:00,3660.7063901912993,394.57934035425455,254.27637140366292,394.57071227456555,254.27637140366292,0.0,0.0
2006-01-01 05:00:00,3678.29025453958,394.5793403542545,254.2763714036629,394.5707122745655,254.2763714036629,0.0,0.0
2006-01-01 06:00:00,4035.2169502624824,439.1939669184009,286.0979401529703,445.42815835265253,285.9275875745383,0.0,0.0
2006-01-01 07:00:00,4128.588428664083,440.71170067633653,286.7049199189225,446.18644537519873,286.55460931262684,0.0,0.0
2006-01-01 08:00:00,4113.586967827509,435.559931308113,283.12131257671217,444.4747614206773,285.51298591438183,26.0,561.0
2006-01-01 09:00:00,4123.930894274184,427.4472883216393,275.22860352387386,439.22748148516894,282.13626063596786,47.0,782.0
2006-01-01 10:00:00,4126.852882488212,417.81267638487395,271.0770138954783,438.11110648733865,281.3650591360346,61.0,832.0
2006-01-01 11:00:00,4125.684856998385,407.79912518164446,269.436342785529,436.8325111212548,280.4834962353456,81.0,867.0
2006-01-01 12:00:00,4140.739728415984,397.363510608892,270.639440166292,434.3638411177137,278.70990681318455,81.0,909.0
2006-01-01 13:00:00,4134.359645252173,388.7649037798777,272.1884556697344,431.95984374873746,276.93548851605374,74.0,904.0
2006-01-01 14:00:00,4159.176293504391,388.76490377987767,272.8984686951358,431.2486922708693,274.4503115384121,167.0,702.0
2006-01-01 15:00:00,4126.192803246595,388.7649037798776,272.4209078444848,429.50839001253394,268.91293743399495,151.0,221.0
2006-01-01 16:00:00,4109.724021653151,391.1125546387968,271.9559267778873,428.5537776262096,268.50954075516887,111.0,439.0
2006-01-01 17:00:00,4117.09761864257,402.5403013925102,276.65617893500274,434.7124133700211,269.3832982887059,0.0,0.0
2006-01-01 18:00:00,3844.552864552221,394.5793403542545,254.27637140366286,394.57071227456555,254.27637140366286,0.0,0.0
2006-01-01 19:00:00,3857.9269692990956,394.5793403542546,254.27637140366295,394.5707122745656,254.27637140366295,0.0,0.0
2006-01-01 20:00:00,4600.627943848957,394.5793403542545,254.2763714036629,394.5707122745655,254.2763714036629,0.0,0.0
2006-01-01 21:00:00,4912.1497413696,394.57934035425455,254.27637140366292,394.57071227456555,254.27637140366292,0.0,0.0
2006-01-01 22:00:00,5166.456864058351,394.5793403542545,254.2763714036629,394.5707122745655,254.2763714036629,0.0,0.0
2006-01-01 23:00:00,5139.720539731579,394.5793403542545,254.2763714036629,394.5707122745655,254.2763714036629,0.0,0.0
2006-01-02 00:00:00,6469.736757994571,521.0453549593917,335.7740982507046,521.0339615072152,335.7740982507046,0.0,0.0
2006-01-02 01:00:00,6426.656690719305,521.0453549593917,335.7740982507046,521.0339615072152,335.7740982507046,0.0,0.0
2006-01-02 02:00:00,6426.656690719305,521.0453549593917,335.7740982507046,521.0339615072152,335.7740982507046,0.0,0.0
2006-01-02 03:00:00,6426.656690719305,521.0453549593917,335.7740982507046,521.0339615072152,335.7740982507046,0.0,0.0
2006-01-02 04:00:00,6426.656690719305,521.0453549593917,335.7740982507046,521.0339615072152,335.7740982507046,0.0,0.0
2006-01-02 05:00:00,6549.316341108355,536.2266514982348,345.5572891132426,536.2149260838319,345.5572891132426,0.0,0.0
2006-01-02 06:00:00,6643.9486773076715,621.2832204296809,406.3749341192669,633.40470023695,406.0655862462487,0.0,0.0
2006-01-02 07:00:00,7057.1283273209465,775.5204262884249,506.00576085617377,785.211530309894,506.0127960522,0.0,0.0
2006-01-02 08:00:00,18993.48078427575,2187.264829437588,1430.4102246946923,2285.550859379313,1472.526160532603,49.0,53.0
2006-01-02 09:00:00,18614.935297508557,2133.5351131038888,1403.7604705120123,2209.644677279838,1427.8878322305573,113.0,480.0
